date,SBI_Bluechip,ICICI_Bluechip,Nippon_Large_Cap,Axis_Bluechip,Kotak_Bluechip
2016-01-08,125.7146,31.11,23.1295,3106.8293,45.9423
2016-01-10,125.7146,31.11,23.1295,3108.1152,45.9423
2016-01-11,125.7259,30.8995,23.017,3108.7484,45.4949
2016-01-12,125.6591,30.6696,22.8466,3109.3768,45.0379
2016-01-13,125.6079,30.6532,22.9722,3110.017,44.6923
2016-01-14,125.5527,30.4179,22.7351,3110.6499,44.4203
2016-01-15,125.4498,30.0061,22.2522,3111.2911,43.8217
2016-01-17,125.4498,30.0061,22.2522,3112.5858,43.8217
2016-01-18,125.4931,29.358,21.8577,3113.2147,43.4943
2016-01-19,125.6369,29.6193,22.1989,3113.8248,43.9695
2016-01-20,125.7354,29.3219,21.7905,3114.4613,43.3523
2016-01-21,125.8865,29.2132,21.6986,3115.0846,43.3958
2016-01-22,125.8176,29.7542,22.1803,3115.7175,43.7916
2016-01-24,125.8176,29.7542,22.1803,3116.9944,43.7916
2016-01-25,125.8071,29.9893,22.1872,3117.612,44.1217
2016-01-26,125.8071,29.9893,22.1872,3118.2575,44.1217
2016-01-27,125.8925,30.1079,22.2157,3118.8894,44.2096
2016-01-28,125.8512,29.9832,22.1207,3119.5284,44.0616
2016-01-29,125.9632,30.6268,22.3623,3120.1605,44.524
2016-01-31,125.9632,30.6268,22.3623,3121.4624,44.524
2016-02-01,125.9933,30.6624,22.3199,3122.1056,44.4463
2016-02-02,125.809,30.2285,21.9913,3122.7447,44.0882
2016-02-03,125.7466,29.9633,21.6981,3123.3797,43.6238
2016-02-04,125.8428,30.15,21.8202,3124.0179,43.5567
2016-02-05,125.9207,30.5141,22.1293,3124.6154,44.0239
2016-02-07,125.9207,30.5141,22.1293,3125.9741,44.0239
2016-02-08,125.9596,30.2905,21.931,3126.6269,44.0482
2016-02-09,125.937,29.8739,21.511,3127.2983,43.8215
2016-02-10,125.9592,29.6319,21.2345,3127.9645,43.773
2016-02-11,125.9517,28.6778,20.5606,3128.6196,42.9294
2016-02-12,125.9254,28.5467,20.335,3129.2884,42.8915
2016-02-14,125.9254,28.5467,20.335,3130.6152,42.8915
2016-02-15,125.8746,29.0124,21.1626,3131.2698,43.5587
2016-02-16,125.7149,28.5158,20.6254,3131.9276,43.0777
2016-02-17,125.6237,28.6926,20.7377,3132.5846,43.2199
2016-02-18,125.6948,28.8928,20.8984,3133.2112,43.3155
2016-02-19,125.6948,28.8974,20.9572,3133.2112,43.2208
2016-02-21,125.6948,28.8974,20.9572,3135.2388,43.2208
2016-02-22,125.6262,29.0003,21.0577,3135.8917,43.5553
2016-02-23,125.3408,28.6382,20.7066,3136.5331,43.25
2016-02-24,125.2591,28.2435,20.4871,3137.1609,42.8792
2016-02-25,124.949,28.0521,20.2073,3137.7835,42.7945
2016-02-26,125.1214,28.0774,20.3822,3138.3921,42.7921
2016-02-28,125.1214,28.0774,20.3822,3139.7574,42.7921
2016-02-29,126.2203,28.1303,20.3216,3140.4691,42.6259
2016-03-01,126.3215,28.7737,20.9882,3141.1679,43.3789
2016-03-02,126.329,29.2089,21.4877,3141.8721,43.6878
2016-03-03,126.2671,29.5679,21.8293,3142.5577,44.222
2016-03-04,126.4923,29.5697,21.8207,3143.2208,44.3695
2016-03-07,126.4923,29.5697,21.8207,3145.2805,44.3695
2016-03-08,126.6189,29.5397,21.7427,3145.9221,44.3815
2016-03-09,126.6695,29.5713,21.8384,3146.6036,44.4453
2016-03-10,126.723,29.5812,21.6154,3147.2584,44.3317
2016-03-11,126.7653,29.6476,21.6799,3147.9784,44.2162
2016-03-13,126.7653,29.6476,21.6799,3149.4017,44.2162
2016-03-14,127.0352,29.7399,21.7934,3150.2227,44.2556
2016-03-15,127.1887,29.3713,21.6629,3150.9635,43.8922
2016-03-16,127.3719,29.3725,21.7742,3151.6748,44.2036
2016-03-17,127.7124,29.4553,21.8864,3152.4093,44.37
2016-03-18,127.7673,29.6795,22.1565,3153.1528,44.4373
2016-03-20,127.7673,29.6795,22.1565,3154.5758,44.4373
2016-03-21,128.0543,30.1955,22.5146,3155.2912,44.731
2016-03-22,128.0579,30.256,22.621,3155.9923,45.0016
2016-03-23,128.0675,30.2639,22.5952,3156.4726,45.1516
2016-03-27,128.0675,30.2639,22.5952,3159.3598,45.1516
2016-03-28,128.3103,29.9016,22.261,3159.9847,44.4202
2016-03-29,128.2341,29.858,22.2831,3160.7439,44.3582
2016-03-30,128.2653,30.2039,22.7469,3161.7279,44.7303
2016-03-31,128.5789,30.3426,22.7305,3163.9749,44.9562
2016-04-01,128.5789,30.3141,22.7749,3163.9749,44.909
2016-04-03,128.5789,30.3141,22.7749,3166.6893,44.909
2016-04-04,129.038,30.3538,22.8388,3167.5146,44.8367
2016-04-05,129.0831,29.9676,22.2847,3168.3416,44.5675
2016-04-06,129.1903,30.0595,22.2747,3169.0079,44.7046
2016-04-07,129.3494,29.8722,22.0958,3169.7482,44.5633
2016-04-08,129.3494,29.9438,22.1561,3169.7482,44.622
2016-04-10,129.3494,29.9438,22.1561,3171.9299,44.622
2016-04-11,129.6038,30.2098,22.4342,3172.6688,44.7769
2016-04-12,129.6858,30.4671,22.6159,3173.3481,44.8656
2016-04-13,129.5595,30.947,22.9962,3174.0609,45.259
2016-04-17,129.5595,30.947,22.9962,3176.9229,45.259
2016-04-18,129.752,31.1123,23.1322,3177.6109,45.5604
2016-04-19,129.752,31.1123,23.1322,3178.2989,45.5604
2016-04-20,129.7601,31.1638,23.135,3178.9937,45.5324
2016-04-21,129.6356,31.058,23.2232,3179.6725,45.4675
2016-04-22,129.7155,30.9638,23.2899,3180.3791,45.4468
2016-04-24,129.7155,30.9638,23.2899,3181.7971,45.4468
2016-04-25,129.7723,30.7373,23.1021,3182.4759,45.3364
2016-04-26,129.7797,31.1508,23.3473,3183.167,45.493
2016-04-27,129.7993,31.2075,23.2149,3183.8524,45.4187
2016-04-28,129.8405,30.8209,22.8054,3184.5522,45.131
2016-04-29,129.9119,30.9525,22.7631,3185.241,45.2944
2016-05-01,129.9119,30.9525,22.7631,3186.6296,45.2944
2016-05-02,129.9765,30.9972,22.6677,3187.328,45.4856
2016-05-03,129.9719,30.7931,22.4577,3188.0279,45.2541
2016-05-04,130.0353,30.6917,22.2164,3188.7163,45.0089
2016-05-05,130.0702,30.8117,22.3476,3189.4069,44.7328
2016-05-06,130.0972,30.7528,22.3996,3190.0927,45.2183
2016-05-08,130.0972,30.7528,22.3996,3191.5075,45.2183
2016-05-09,130.2163,31.123,22.757,3192.1855,45.8245
2016-05-10,130.2617,31.219,22.8087,3192.864,45.8958
2016-05-11,130.3016,31.2078,22.7257,3193.5508,46.103
2016-05-12,130.371,31.3966,22.8837,3194.2406,46.361
2016-05-13,130.3528,31.161,22.7227,3194.928,46.1965
2016-05-15,130.3528,31.161,22.7227,3196.3182,46.1965
2016-05-16,130.426,31.3438,22.6867,3197.0099,45.9558
2016-05-17,130.4413,31.4794,22.8349,3197.6936,45.991
2016-05-18,130.4225,31.3772,22.7496,3198.4011,46.2503
2016-05-19,130.4821,31.0627,22.4418,3199.0833,45.9576
2016-05-20,130.4614,31.0005,22.3326,3199.7975,45.456
2016-05-22,130.4614,31.0005,22.3326,3201.1418,45.456
2016-05-23,130.5755,30.9309,22.2697,3201.822,45.2863
2016-05-24,130.6043,30.7811,22.2477,3202.4885,45.2422
2016-05-25,130.6325,31.3403,22.766,3203.1676,45.6852
2016-05-26,130.6326,31.8498,23.2084,3203.8147,45.7658
2016-05-27,130.6615,32.2214,23.413,3204.4825,46.1269
2016-05-29,130.6615,32.2214,23.413,3205.8183,46.1269
2016-05-30,130.7441,32.3577,23.4529,3206.47,45.9932
2016-05-31,130.7549,32.2497,23.5294,3207.1892,45.7905
2016-06-01,130.7344,32.4008,23.4935,3207.8852,45.9132
2016-06-02,130.7746,32.4416,23.6277,3208.578,45.8856
2016-06-03,130.8097,32.354,23.5755,3209.248,46.0204
2016-06-05,130.8097,32.354,23.5755,3210.5478,46.0204
2016-06-06,130.9418,32.3609,23.6339,3211.27,45.9507
2016-06-07,130.9498,32.5025,23.89,3211.9477,45.9444
2016-06-08,130.9713,32.5067,24.0318,3212.6384,46.1363
2016-06-09,131.006,32.3337,23.9139,3213.2888,46.1665
2016-06-10,131.0328,32.2419,23.7818,3213.9764,46.0846
2016-06-12,131.0328,32.2419,23.7818,3215.3314,46.0846
2016-06-13,131.0126,32.0592,23.6063,3216.0085,45.9779
2016-06-14,131.0472,32.1206,23.6765,3216.6962,46.0534
2016-06-15,131.088,32.3829,23.9778,3217.3867,46.2784
2016-06-16,131.1648,32.2203,23.8671,3218.0488,46.076
2016-06-17,131.1983,32.2788,23.9414,3218.6867,46.0859
2016-06-19,131.1983,32.2788,23.9414,3220.0235,46.0859
2016-06-20,131.2455,32.419,24.0874,3220.6629,45.9361
2016-06-21,131.3168,32.4078,24.0185,3221.3228,46.0443
2016-06-22,131.4024,32.3207,23.9513,3221.9762,46.3291
2016-06-23,131.4681,32.4123,24.1395,3222.6357,46.7506
2016-06-24,131.4875,31.8532,23.5903,3223.2605,46.3518
2016-06-26,131.4875,31.8532,23.5903,3224.6494,46.3518
2016-06-27,131.6653,32.0321,23.6954,3225.3149,46.6667
2016-06-28,131.7077,32.2537,23.713,3225.9881,46.274
2016-06-29,131.8008,32.5781,23.9857,3226.6535,46.3677
2016-06-30,131.8646,32.8316,24.2262,3227.4877,46.6178
2016-07-01,132.0459,32.8312,24.5517,3228.2491,46.6441
2016-07-03,132.0459,32.8312,24.5517,3229.5843,46.6441
2016-07-04,132.1492,32.927,24.7625,3230.2398,46.68
2016-07-05,132.3858,32.8067,24.6453,3230.9013,46.8559
2016-07-06,132.3858,32.8067,24.6453,3231.5512,46.8559
2016-07-07,132.5112,32.7902,24.5086,3232.2341,46.8895
2016-07-08,132.5679,32.7291,24.4277,3232.8805,46.8158
2016-07-10,132.5679,32.7291,24.4277,3234.1729,46.8158
2016-07-11,132.6835,33.1952,24.7714,3234.8239,47.0822
2016-07-12,133.0156,33.343,24.9903,3235.4789,46.7207
2016-07-13,133.3212,33.3,24.9425,3236.1354,46.4546
2016-07-14,133.3927,33.4704,25.1244,3236.8338,46.5461
2016-07-15,133.4658,33.5625,25.0888,3237.4948,46.2723
2016-07-17,133.4658,33.5625,25.0888,3238.7807,46.2723
2016-07-18,133.4825,33.468,25.0025,3239.418,46.0924
2016-07-19,133.6134,33.4857,25.1137,3240.0509,46.0677
2016-07-20,133.7495,33.7924,25.3408,3240.6932,46.0671
2016-07-21,133.8544,33.6839,25.1093,3241.3324,45.9055
2016-07-22,133.9622,33.8753,25.229,3241.9722,46.0221
2016-07-24,133.9622,33.8753,25.229,3243.2429,46.0221
2016-07-25,134.0989,34.2216,25.5399,3243.8699,46.28
2016-07-26,134.1531,34.0496,25.4165,3244.5138,46.1495
2016-07-27,134.1788,34.2683,25.5884,3245.1498,46.2059
2016-07-28,134.5985,34.7497,25.7223,3245.7931,46.2087
2016-07-29,134.7325,34.7703,25.5813,3246.4186,46.0838
2016-07-31,134.7325,34.7703,25.5813,3247.6269,46.0838
2016-08-01,134.9712,34.7983,25.4483,3248.2477,46.1563
2016-08-02,134.8488,34.7268,25.4105,3248.8641,45.8112
2016-08-03,134.7377,34.2669,25.1746,3249.5571,45.6467
2016-08-04,134.8655,34.3186,25.1597,3250.169,45.6577
2016-08-05,134.9377,34.6599,25.6611,3250.7934,46.6448
2016-08-07,134.9377,34.6599,25.6611,3252.0719,46.6448
2016-08-08,135.0387,34.8229,25.7013,3252.7127,47.0299
2016-08-09,135.3606,34.7366,25.6157,3253.3384,46.7295
2016-08-10,135.5838,34.2988,25.2349,3253.9374,46.2506
2016-08-11,135.8291,34.3164,25.2549,3254.5885,46.2581
2016-08-12,135.8182,34.4515,25.544,3255.189,46.2355
2016-08-15,135.8182,34.4515,25.544,3257.1109,46.2355
2016-08-16,135.8902,34.3404,25.6503,3257.7361,46.1133
2016-08-17,135.8902,34.3508,25.7367,3258.3493,46.7313
2016-08-18,135.7343,34.4924,25.8291,3258.9676,46.7615
2016-08-19,135.8687,34.4209,25.9854,3259.5958,46.8997
2016-08-21,135.8687,34.4209,25.9854,3260.8526,46.8997
2016-08-22,135.7183,34.2859,25.8428,3261.4735,46.6548
2016-08-23,135.7506,34.3065,25.8432,3262.0914,46.5501
2016-08-24,135.9112,34.4618,25.9841,3262.7101,46.9027
2016-08-25,136.0296,34.3744,25.9146,3263.3265,46.7728
2016-08-26,136.0743,34.3923,25.8572,3263.9616,46.5909
2016-08-28,136.0743,34.3923,25.8572,3265.1935,46.5909
2016-08-29,136.2205,34.3049,25.9582,3265.8052,46.5897
2016-08-30,136.312,34.726,26.3124,3266.3862,46.8265
2016-08-31,136.3515,34.8669,26.4558,3267.016,46.7573
2016-09-01,136.3584,34.8799,26.4371,3267.6127,46.4749
2016-09-02,136.3517,34.9656,26.5166,3268.2219,46.6252
2016-09-05,136.3517,34.9656,26.5166,3270.1044,46.6252
2016-09-06,136.541,35.2977,26.9959,3270.7148,46.8287
2016-09-07,136.7979,35.1675,27.1298,3271.3271,46.8986
2016-09-08,136.8589,35.3805,27.1191,3271.9333,46.9793
2016-09-09,136.9063,35.1591,26.8397,3272.5127,46.7809
2016-09-11,136.9063,35.1591,26.8397,3273.7481,46.7809
2016-09-12,136.85,34.5872,26.2624,3274.3642,46.183
2016-09-13,136.85,34.5872,26.2624,3274.9709,46.183
2016-09-14,136.8219,34.5255,26.3941,3275.5936,46.3593
2016-09-15,136.8926,34.6304,26.3838,3276.2065,46.3212
2016-09-16,136.971,34.8283,26.4984,3276.801,46.4991
2016-09-18,136.971,34.8283,26.4984,3278.0521,46.4991
2016-09-19,137.0139,34.7558,26.5552,3278.663,46.5887
2016-09-20,136.9986,34.6832,26.5521,3279.2752,46.4957
2016-09-21,137.097,34.6859,26.5013,3279.876,46.4944
2016-09-22,137.4241,35.0227,26.8705,3280.4814,46.727
2016-09-23,137.5601,34.9991,26.8241,3281.1054,46.6784
2016-09-25,137.5601,34.9991,26.8241,3282.3437,46.6784
2016-09-26,137.8324,34.7529,26.5369,3282.9408,46.3804
2016-09-27,137.947,34.7497,26.4832,3283.5518,46.306
2016-09-28,138.0284,34.8625,26.5987,3284.1669,46.4962
2016-09-29,137.7307,34.3278,25.9673,3284.7643,45.7798
2016-09-30,137.8665,34.5758,26.2954,3285.5718,46.0515
2016-10-02,137.8665,34.5758,26.2954,3286.984,46.0515
2016-10-03,138.2415,35.2722,26.714,3287.5974,46.5561
2016-10-04,138.5007,35.3535,26.8853,3288.2173,46.5193
2016-10-05,138.9268,35.3256,26.8287,3288.8341,46.5896
2016-10-06,138.8924,35.2964,26.7141,3289.4548,46.4291
2016-10-07,138.7764,35.1869,26.7255,3290.0718,46.4383
2016-10-09,138.7764,35.1869,26.7255,3291.3016,46.4383
2016-10-10,139.0035,35.1907,26.6654,3291.8892,46.6929
2016-10-12,139.0035,35.1907,26.6654,3293.0718,46.6929
2016-10-13,138.9711,34.7014,26.2504,3293.6862,45.9896
2016-10-14,138.8584,34.7682,26.4532,3294.2376,46.1983
2016-10-16,138.8584,34.7682,26.4532,3295.5288,46.1983
2016-10-17,138.8696,34.3414,26.3385,3296.1379,46.4484
2016-10-18,138.9771,34.8396,26.8552,3296.7442,46.9436
2016-10-19,138.9686,34.7616,26.8289,3297.3496,47.0649
2016-10-20,138.92,34.8173,26.9608,3297.9555,47.1875
2016-10-21,138.9252,35.0213,26.9751,3298.5155,46.8826
2016-10-23,138.9252,35.0213,26.9751,3299.7659,46.8826
2016-10-24,138.9892,35.0094,26.9649,3300.377,46.9967
2016-10-25,138.917,35.0645,26.9049,3300.9863,47.111
2016-10-26,138.9324,35.19,26.5422,3301.5958,46.6357
2016-10-27,138.8932,35.1056,26.4065,3302.2025,46.581
2016-10-28,138.9002,35.2742,26.5327,3302.8225,46.6386
2016-10-31,138.9002,35.2742,26.5327,3304.6573,46.6386
2016-11-01,138.9285,35.3692,26.4556,3305.2766,46.714
2016-11-02,138.9201,34.8763,25.9866,3305.8902,46.4307
2016-11-03,138.9047,34.6874,25.8165,3306.5054,46.1553
2016-11-04,138.8435,34.1118,25.7192,3307.1195,45.583
2016-11-06,138.8435,34.1118,25.7192,3308.346,45.583
2016-11-07,138.9342,34.1912,26.0267,3308.9568,45.9982
2016-11-08,139.0289,34.1794,26.1779,3309.568,45.8786
2016-11-09,139.5353,33.7079,25.9815,3310.1841,45.4669
2016-11-10,139.7669,33.9122,26.4475,3310.7985,45.8432
2016-11-11,139.5813,33.0425,25.6714,3311.4206,45.2801
2016-11-14,139.5813,33.0425,25.6714,3313.2632,45.2801
2016-11-15,140.6312,31.9294,25.1317,3313.9608,44.2038
2016-11-16,141.2151,32.0917,25.0917,3314.6059,44.2087
2016-11-17,141.2957,31.9725,25.0541,3315.2236,44.2919
2016-11-18,141.2116,32.0324,25.007,3315.833,44.4224
2016-11-20,141.2116,32.0324,25.007,3317.0768,44.4224
2016-11-21,142.0013,31.465,24.3842,3317.7077,43.8571
2016-11-22,142.0614,31.7987,24.6061,3318.3199,44.0172
2016-11-23,142.3794,31.8969,24.7436,3318.9476,44.318
2016-11-24,142.9418,31.6558,24.4925,3319.7674,44.3228
2016-11-25,142.7966,32.2696,24.846,3320.2845,44.774
2016-11-27,142.7966,32.2696,24.846,3321.4727,44.774
2016-11-28,142.3286,32.2954,24.8044,3321.9533,44.7225
2016-11-29,142.2212,32.3852,24.9637,3322.5491,44.6202
2016-11-30,142.5417,32.7938,25.2121,3323.183,44.7168
2016-12-01,142.6678,32.6471,25.0419,3323.7685,44.6774
2016-12-02,142.5539,32.1706,24.711,3324.091,44.3674
2016-12-04,142.5539,32.1706,24.711,3325.3068,44.3674
2016-12-05,142.6727,32.2203,24.8573,3325.9363,44.4293
2016-12-06,142.7747,32.2736,24.9297,3326.5241,44.4492
2016-12-07,141.4759,32.0904,24.8628,3326.6282,44.2018
2016-12-08,141.328,32.6371,25.2738,3327.206,44.7777
2016-12-09,141.2674,32.5093,25.397,3327.8721,44.9309
2016-12-12,141.2674,32.25,25.1439,3329.6099,44.7589
2016-12-13,141.4149,32.3619,25.305,3330.2177,44.9278
2016-12-14,141.4995,32.1576,25.1636,3330.8499,44.7197
2016-12-15,140.9543,32.0776,25.138,3331.4481,44.6701
2016-12-16,140.9144,32.0919,25.0934,3331.9311,44.7426
2016-12-18,140.9144,32.0919,25.0934,3333.202,44.7426
2016-12-19,140.9731,31.8054,25.0737,3333.7658,44.5271
2016-12-20,141.0514,31.6173,24.8474,3334.3649,44.2162
2016-12-21,141.1187,31.5778,24.7959,3334.9395,44.0413
2016-12-22,140.8922,31.2633,24.5111,3335.4822,43.7165
2016-12-23,140.754,31.1878,24.3644,3335.9415,43.6648
2016-12-25,140.754,31.1878,24.3644,3337.3036,43.6648
2016-12-26,140.5763,30.8257,24.0174,3337.8844,43.3163
2016-12-27,140.4635,31.1393,24.3943,3338.4742,43.5595
2016-12-28,140.4799,31.384,24.4405,3339.1087,43.6725
2016-12-29,140.8539,31.7307,24.609,3339.7057,43.8966
2016-12-30,141.0653,31.8709,24.8722,3340.3831,44.2716
2017-01-01,141.0653,31.8709,24.8722,3341.6261,44.2716
2017-01-02,142.0128,31.9456,24.8896,3342.2468,44.2947
2017-01-03,141.8637,31.9537,25.0489,3342.8581,44.4973
2017-01-04,142.1884,31.8272,24.9821,3343.4504,44.5042
2017-01-05,142.1662,32.0326,25.1755,3344.0332,44.893
2017-01-06,142.1645,32.0693,25.0766,3344.6377,44.6518
2017-01-08,142.1645,32.0693,25.0766,3345.8006,44.6518
2017-01-09,142.1957,31.9912,25.0859,3346.3857,44.6436
2017-01-10,142.2226,32.1411,25.3305,3346.9752,44.604
2017-01-11,142.2559,32.4137,25.5653,3347.5491,44.7656
2017-01-12,142.4383,32.4691,25.6686,3348.1344,44.7539
2017-01-13,142.3455,32.4258,25.6832,3348.7321,44.9041
2017-01-15,142.3455,32.4258,25.6832,3349.9292,44.9041
2017-01-16,142.3247,32.4397,25.6849,3350.5195,44.8403
2017-01-17,142.4058,32.4342,25.626,3351.1052,44.8612
2017-01-18,142.3467,32.6117,25.7876,3351.7146,44.8719
2017-01-19,142.2584,32.6848,25.9411,3352.3153,44.8812
2017-01-20,142.294,32.4128,25.5789,3352.9119,44.4805
2017-01-22,142.294,32.4128,25.5789,3354.1307,44.4805
2017-01-23,142.362,32.5012,25.6994,3354.7281,44.5136
2017-01-24,142.4236,32.9095,25.8993,3355.331,44.7528
2017-01-25,142.5021,33.4747,26.1145,3355.8844,44.9529
2017-01-26,142.5021,33.4747,26.1145,3356.5187,44.9529
2017-01-27,142.5803,33.6921,26.371,3357.1171,45.3839
2017-01-29,142.5803,33.6921,26.371,3358.3187,45.3839
2017-01-30,142.6424,33.6873,26.3299,3358.9266,45.6634
2017-01-31,142.6513,33.4018,26.0445,3359.5364,45.3401
2017-02-01,142.708,33.9805,26.6348,3360.1553,45.6344
2017-02-02,142.8498,33.9741,26.8202,3360.7552,46.135
2017-02-03,142.8411,34.0524,26.8479,3361.3876,46.0294
2017-02-05,142.8411,34.0524,26.8479,3362.6327,46.0294
2017-02-06,142.8673,34.2516,27.1466,3363.2356,46.4307
2017-02-07,142.8426,34.2879,27.0582,3363.8316,46.1615
2017-02-08,141.0498,34.2462,27.077,3364.1948,46.1045
2017-02-09,140.3961,34.1633,27.1861,3364.7957,46.1113
2017-02-10,140.6958,34.2666,27.1467,3365.4149,46.1021
2017-02-12,140.6958,34.2666,27.1467,3366.6653,46.1021
2017-02-13,140.7741,34.3026,27.141,3367.2951,46.2084
2017-02-14,140.6769,34.2981,27.1432,3367.9234,46.1923
2017-02-15,140.7425,33.9591,26.9386,3368.5395,45.9069
2017-02-16,140.855,34.3374,27.3213,3369.1393,46.3536
2017-02-17,140.8544,34.5605,27.4476,3369.7884,46.5361
2017-02-19,140.8544,34.5605,27.4476,3370.9916,46.5361
2017-02-20,140.7201,34.7032,27.5539,3371.5929,46.7
2017-02-21,140.7201,34.7434,27.683,3372.1964,46.8724
2017-02-22,140.5482,34.5787,27.6601,3372.8098,46.7794
2017-02-23,140.656,34.5983,27.6276,3373.4434,46.8451
2017-02-26,140.656,34.5983,27.6276,3375.2892,46.8451
2017-02-27,140.8612,34.478,27.5559,3375.9059,46.8116
2017-02-28,140.8785,34.53,27.5949,3376.5187,46.6798
2017-03-01,140.6291,34.7051,27.7667,3377.1059,47.0151
2017-03-02,140.6931,34.4318,27.4685,3377.7013,46.725
2017-03-03,140.8939,34.2938,27.4886,3378.2907,47.2031
2017-03-05,140.8939,34.2938,27.4886,3379.5549,47.2031
2017-03-06,140.7214,34.4305,27.673,3380.131,47.3499
2017-03-07,140.6715,34.3356,27.5637,3380.7249,47.5058
2017-03-08,140.6217,34.4506,27.5182,3381.3211,47.4553
2017-03-09,140.5925,34.5838,27.4788,3381.8949,47.3759
2017-03-10,140.3602,34.6742,27.4825,3382.4619,47.2595
2017-03-13,140.3602,34.6742,27.4825,3384.2804,47.2595
2017-03-14,140.4476,35.2493,27.9109,3384.8697,47.5888
2017-03-15,140.8803,35.4595,28.0499,3385.499,47.6148
2017-03-16,141.011,35.751,28.2994,3386.1096,47.8785
2017-03-17,141.0134,35.8451,28.292,3386.6985,47.9569
2017-03-19,141.0134,35.8451,28.292,3388.0524,47.9569
2017-03-20,141.0427,35.9269,28.2515,3388.6912,48.1478
2017-03-21,141.1567,35.8909,28.1844,3389.3605,48.0443
2017-03-22,141.6441,35.7299,27.8971,3390.0157,47.7387
2017-03-23,141.7341,35.9047,28.1365,3390.6252,47.9662
2017-03-24,141.7796,36.0363,28.2564,3391.2272,47.974
2017-03-26,141.7796,36.0363,28.2564,3392.4825,47.974
2017-03-27,142.1702,35.9497,28.1739,3393.0739,48.0176
2017-03-28,142.1702,36.0397,28.3246,3393.6617,48.2353
2017-03-29,142.1405,36.1291,28.4492,3394.2784,48.1492
2017-03-30,142.2701,36.3577,28.5509,3394.8801,48.4946
2017-03-31,142.3365,36.2991,28.6533,3395.8471,48.4738
2017-04-02,142.3365,36.2991,28.6533,3397.3563,48.4738
2017-04-03,142.491,36.5586,28.911,3397.9286,48.6439
2017-04-04,142.491,36.5586,28.911,3398.5121,48.6439
2017-04-05,142.456,36.7997,29.0429,3399.1106,48.8466
2017-04-06,142.0344,36.7785,28.9812,3399.6978,48.8463
2017-04-07,141.9749,36.6454,28.95,3400.28,48.6746
2017-04-09,141.9749,36.6454,28.95,3401.4509,48.6746
2017-04-10,142.0721,36.6778,29.0389,3402.0715,48.7858
2017-04-11,142.2557,36.9007,29.3229,3402.6946,48.9793
2017-04-12,142.4196,36.8213,29.2211,3403.3109,48.8076
2017-04-13,142.5844,36.6936,29.0791,3403.8668,48.7427
2017-04-16,142.5844,36.6936,29.0791,3405.7759,48.7427
2017-04-17,142.6317,36.5094,28.9722,3406.3729,48.8076
2017-04-18,142.6525,36.4412,28.7691,3406.9751,48.5394
2017-04-19,142.7966,36.489,28.7578,3407.5716,48.7705
2017-04-20,142.7991,36.8038,28.863,3408.1668,48.8744
2017-04-21,142.6345,36.7325,28.8038,3408.7567,48.7205
2017-04-23,142.6345,36.7325,28.8038,3409.9717,48.7205
2017-04-24,142.7063,37.1764,29.1286,3410.5636,49.0819
2017-04-25,142.8376,37.3847,29.3921,3411.1644,49.4499
2017-04-26,142.7088,37.4489,29.5173,3411.7395,49.3174
2017-04-27,142.7118,37.4758,29.4387,3412.3377,49.3447
2017-04-28,142.7091,37.4136,29.4278,3412.9483,49.2122
2017-05-01,142.7091,37.4136,29.4278,3414.787,49.2122
2017-05-02,142.7261,37.5727,29.46,3415.3902,49.2748
2017-05-03,142.7804,37.5841,29.4667,3415.9934,49.208
2017-05-04,142.781,37.7064,29.6105,3416.5907,49.5693
2017-05-05,142.8881,37.5239,29.4109,3417.1956,49.5022
2017-05-07,142.8881,37.5239,29.4109,3418.3994,49.5022
2017-05-08,143.0171,37.6089,29.5504,3419.0012,49.9032
2017-05-09,143.0225,37.7357,29.6765,3419.6046,50.185
2017-05-10,143.0225,38.1331,29.9594,3420.1978,50.3488
2017-05-11,143.0782,38.1868,30.031,3420.811,50.3709
2017-05-12,143.191,38.0429,29.9322,3421.3996,50.2195
2017-05-14,143.191,38.0429,29.9322,3422.6103,50.2195
2017-05-15,143.5718,38.2789,30.1935,3423.2162,50.6543
2017-05-16,143.5436,38.4042,30.3329,3423.8348,50.8546
2017-05-17,143.5683,38.1886,30.3774,3424.4451,50.7513
2017-05-18,143.5992,37.7636,29.9507,3425.0538,50.2709
2017-05-19,143.6111,37.4612,29.8971,3425.6616,50.0984
2017-05-21,143.6111,37.4612,29.8971,3426.8536,50.0984
2017-05-22,143.7899,37.2391,29.7612,3427.4639,49.9904
2017-05-23,143.8682,36.9611,29.4538,3428.0849,49.3919
2017-05-24,143.9093,36.8408,29.1671,3428.6965,49.1609
2017-05-25,144.0182,37.4522,29.59,3429.3081,49.8005
2017-05-26,144.139,37.9005,29.9662,3429.9237,50.1525
2017-05-28,144.139,37.9005,29.9662,3431.1415,50.1525
2017-05-29,144.139,37.7726,29.8361,3431.7449,49.9694
2017-05-30,144.1695,37.7915,29.9735,3432.3465,49.9086
2017-05-31,144.2526,38.0466,30.1017,3432.9463,50.086
2017-06-01,144.4377,38.1456,30.1327,3433.557,50.5691
2017-06-02,144.495,38.4372,30.3031,3434.1943,50.8137
2017-06-04,144.495,38.4372,30.3031,3435.3928,50.8137
2017-06-05,144.5409,38.5761,30.3514,3436.0053,51.1389
2017-06-06,144.5701,38.5089,30.229,3436.5893,50.9186
2017-06-07,144.9507,38.7054,30.4099,3437.2181,50.9278
